"","pref","Prefecture","Party","Year","Votes","Vote.Total","Actual.Voters","Eligible.Voters","vshare"
"1",23,"Aichi",98,2000,25722,3173103,NA,5452287,0.008106260654003
"2",23,"Aichi",13,2000,60871,3173103,NA,5452287,0.01918343022587
"3",23,"Aichi",5,2000,219203,3173103,NA,5452287,0.069081589850692
"4",23,"Aichi",12,2000,285387,3173103,NA,5452287,0.089939406316152
"5",23,"Aichi",4,2000,333988,3173103,NA,5452287,0.105255959229814
"6",23,"Aichi",3,2000,380177,3173103,NA,5452287,0.119812372935893
"7",23,"Aichi",1,2000,815065,3173103,NA,5452287,0.256866858718422
"8",23,"Aichi",2,2000,1052690,3173103,NA,5452287,0.331754122069154
"9",5,"Akita",13,2000,0,632882,NA,969201,0
"10",5,"Akita",98,2000,5958,632882,NA,969201,0.009414077189745
"11",5,"Akita",4,2000,50979,632882,NA,969201,0.080550560768042
"12",5,"Akita",3,2000,62375,632882,NA,969201,0.098557076990655
"13",5,"Akita",5,2000,81760,632882,NA,969201,0.129186799434966
"14",5,"Akita",12,2000,82725,632882,NA,969201,0.130711570245322
"15",5,"Akita",2,2000,137265,632882,NA,969201,0.216888772314586
"16",5,"Akita",1,2000,211820,632882,NA,969201,0.334691143056684
"17",2,"Aomori",13,2000,0,670498,NA,1186724,0
"18",2,"Aomori",98,2000,14254,670498,NA,1186724,0.021258825529681
"19",2,"Aomori",4,2000,50036,670498,NA,1186724,0.074625129381445
"20",2,"Aomori",3,2000,67596,670498,NA,1186724,0.100814618388123
"21",2,"Aomori",5,2000,78852,670498,NA,1186724,0.117602140498555
"22",2,"Aomori",12,2000,89536,670498,NA,1186724,0.133536565358883
"23",2,"Aomori",2,2000,137616,670498,NA,1186724,0.205244460087875
"24",2,"Aomori",1,2000,232608,670498,NA,1186724,0.346918260755438
"25",12,"Chiba",13,2000,0,2662826,NA,4710962,0
"26",12,"Chiba",98,2000,61575,2662826,NA,4710962,0.023123929239087
"27",12,"Chiba",5,2000,215154,2662826,NA,4710962,0.080799120933925
"28",12,"Chiba",12,2000,301039,2662826,NA,4710962,0.113052448789369
"29",12,"Chiba",4,2000,308506,2662826,NA,4710962,0.115856612486133
"30",12,"Chiba",3,2000,330995,2662826,NA,4710962,0.124302151173227
"31",12,"Chiba",2,2000,710123,2662826,NA,4710962,0.266680211174144
"32",12,"Chiba",1,2000,735434,2662826,NA,4710962,0.276185526204115
"33",38,"Ehime",13,2000,0,697875,NA,1205006,0
"34",38,"Ehime",98,2000,2719,697875,NA,1205006,0.003896113200788
"35",38,"Ehime",4,2000,59890,697875,NA,1205006,0.085817660755866
"36",38,"Ehime",12,2000,71076,697875,NA,1205006,0.101846319183235
"37",38,"Ehime",5,2000,71496,697875,NA,1205006,0.10244814615798
"38",38,"Ehime",3,2000,94609,697875,NA,1205006,0.135567257746731
"39",38,"Ehime",2,2000,138130,697875,NA,1205006,0.197929428622604
"40",38,"Ehime",1,2000,259955,697875,NA,1205006,0.372495074332796
"41",18,"Fukui",13,2000,0,427906,NA,648958,0
"42",18,"Fukui",98,2000,1004,427906,NA,648958,0.002346309703533
"43",18,"Fukui",5,2000,27773,427906,NA,648958,0.064904441629704
"44",18,"Fukui",4,2000,28352,427906,NA,648958,0.066257542544391
"45",18,"Fukui",12,2000,41124,427906,NA,648958,0.096105219370609
"46",18,"Fukui",3,2000,44769,427906,NA,648958,0.104623445336125
"47",18,"Fukui",2,2000,99662,427906,NA,648958,0.232906292503494
"48",18,"Fukui",1,2000,185222,427906,NA,648958,0.432856748912144
"49",40,"Fukuoka",13,2000,0,2286516,NA,3918660,0
"50",40,"Fukuoka",98,2000,50098,2286516,NA,3918660,0.021910190000857
"51",40,"Fukuoka",12,2000,236373,2286516,NA,3918660,0.103376928042489
"52",40,"Fukuoka",4,2000,244598,2286516,NA,3918660,0.106974103833081
"53",40,"Fukuoka",5,2000,270903,2286516,NA,3918660,0.118478506163963
"54",40,"Fukuoka",3,2000,379505,2286516,NA,3918660,0.165975221690992
"55",40,"Fukuoka",1,2000,540430,2286516,NA,3918660,0.236355223405391
"56",40,"Fukuoka",2,2000,564609,2286516,NA,3918660,0.246929826863228
"57",7,"Fukushima",13,2000,0,1095811,NA,1658558,0
"58",7,"Fukushima",98,2000,23975,1095811,NA,1658558,0.021878772890581
"59",7,"Fukushima",4,2000,91469,1095811,NA,1658558,0.08347151105437
"60",7,"Fukushima",5,2000,98336,1095811,NA,1658558,0.089738102647263
"61",7,"Fukushima",3,2000,114175,1095811,NA,1658558,0.104192237530012
"62",7,"Fukushima",12,2000,158558,1095811,NA,1658558,0.144694659936796
"63",7,"Fukushima",2,2000,264463,1095811,NA,1658558,0.241339975597982
"64",7,"Fukushima",1,2000,344835,1095811,NA,1658558,0.314684740342997
"65",21,"Gifu",98,2000,3011,1065720,NA,1663323,0.002825319971475
"66",21,"Gifu",13,2000,4840,1065720,NA,1663323,0.004541530608415
"67",21,"Gifu",5,2000,79444,1065720,NA,1663323,0.074544908606388
"68",21,"Gifu",4,2000,97870,1065720,NA,1663323,0.091834628232556
"69",21,"Gifu",3,2000,115168,1065720,NA,1663323,0.108065908493788
"70",21,"Gifu",12,2000,122400,1065720,NA,1663323,0.114851931088841
"71",21,"Gifu",2,2000,275229,1065720,NA,1663323,0.258256390046166
"72",21,"Gifu",1,2000,367758,1065720,NA,1663323,0.34507938295237
"73",10,"Gunma",13,2000,0,959739,NA,1594415,0
"74",10,"Gunma",98,2000,6913,959739,NA,1594415,0.007202999982287
"75",10,"Gunma",5,2000,80743,959739,NA,1594415,0.084130164555155
"76",10,"Gunma",4,2000,91186,959739,NA,1594415,0.095011247849676
"77",10,"Gunma",12,2000,106087,959739,NA,1594415,0.110537344007069
"78",10,"Gunma",3,2000,106933,959739,NA,1594415,0.111418833662069
"79",10,"Gunma",2,2000,182978,959739,NA,1594415,0.190653917367118
"80",10,"Gunma",1,2000,384899,959739,NA,1594415,0.401045492576628
"81",34,"Hiroshima",13,2000,0,1341179,NA,2282233,0
"82",34,"Hiroshima",98,2000,7996,1341179,NA,2282233,0.005961918580592
"83",34,"Hiroshima",4,2000,111717,1341179,NA,2282233,0.083297606061532
"84",34,"Hiroshima",5,2000,145281,1341179,NA,2282233,0.108323348337545
"85",34,"Hiroshima",12,2000,153866,1341179,NA,2282233,0.114724432756552
"86",34,"Hiroshima",3,2000,208255,1341179,NA,2282233,0.155277558029167
"87",34,"Hiroshima",2,2000,265253,1341179,NA,2282233,0.197775986650551
"88",34,"Hiroshima",1,2000,448811,1341179,NA,2282233,0.33463914958406
"89",1,"Hokkaido",13,2000,0,2876862,NA,4577169,0
"90",1,"Hokkaido",98,2000,17987,2876862,NA,4577169,0.006252298511364
"91",1,"Hokkaido",12,2000,236301,2876862,NA,4577169,0.082138455024954
"92",1,"Hokkaido",5,2000,255319,2876862,NA,4577169,0.088749130128592
"93",1,"Hokkaido",4,2000,365061,2876862,NA,4577169,0.126895554948413
"94",1,"Hokkaido",3,2000,368198,2876862,NA,4577169,0.127985979167579
"95",1,"Hokkaido",1,2000,735318,2876862,NA,4577169,0.255597244497651
"96",1,"Hokkaido",2,2000,898678,2876862,NA,4577169,0.312381337721448
"97",28,"Hyogo",98,2000,37263,2517065,NA,4379214,0.014804146893306
"98",28,"Hyogo",13,2000,40857,2517065,NA,4379214,0.016232000365505
"99",28,"Hyogo",12,2000,254120,2517065,NA,4379214,0.100958854856748
"100",28,"Hyogo",5,2000,304602,2517065,NA,4379214,0.121014753294015
"101",28,"Hyogo",4,2000,331485,2517065,NA,4379214,0.131695049591489
"102",28,"Hyogo",3,2000,389049,2517065,NA,4379214,0.15456454243335
"103",28,"Hyogo",1,2000,555151,2517065,NA,4379214,0.220554892305125
"104",28,"Hyogo",2,2000,604538,2517065,NA,4379214,0.240175760260462
"105",8,"Ibaraki",13,2000,0,1327533,NA,2348390,0
"106",8,"Ibaraki",98,2000,6420,1327533,NA,2348390,0.004836037974197
"107",8,"Ibaraki",5,2000,95776,1327533,NA,2348390,0.072145852494816
"108",8,"Ibaraki",4,2000,102490,1327533,NA,2348390,0.077203353890261
"109",8,"Ibaraki",3,2000,165733,1327533,NA,2348390,0.124842847597762
"110",8,"Ibaraki",12,2000,198404,1327533,NA,2348390,0.149453158603214
"111",8,"Ibaraki",2,2000,326624,1327533,NA,2348390,0.246038328237415
"112",8,"Ibaraki",1,2000,432086,1327533,NA,2348390,0.325480421202335
"113",17,"Ishikawa",13,2000,0,589992,NA,934291,0
"114",17,"Ishikawa",98,2000,1812,589992,NA,934291,0.003071228084449
"115",17,"Ishikawa",5,2000,30560,589992,NA,934291,0.051797312505932
"116",17,"Ishikawa",4,2000,33777,589992,NA,934291,0.057249928812594
"117",17,"Ishikawa",3,2000,47613,589992,NA,934291,0.080701094252125
"118",17,"Ishikawa",12,2000,75048,589992,NA,934291,0.127201724769149
"119",17,"Ishikawa",2,2000,135451,589992,NA,934291,0.229581079065479
"120",17,"Ishikawa",1,2000,265731,589992,NA,934291,0.450397632510271
"121",3,"Iwate",13,2000,0,726054,NA,1127982,0
"122",3,"Iwate",98,2000,24135,726054,NA,1127982,0.033241329157335
"123",3,"Iwate",4,2000,51235,726054,NA,1127982,0.070566376605597
"124",3,"Iwate",3,2000,51783,726054,NA,1127982,0.071321141402706
"125",3,"Iwate",2,2000,56301,726054,NA,1127982,0.077543819054781
"126",3,"Iwate",5,2000,77443,726054,NA,1127982,0.106662865296521
"127",3,"Iwate",1,2000,167792,726054,NA,1127982,0.231101267949767
"128",3,"Iwate",12,2000,297365,726054,NA,1127982,0.409563200533294
"129",37,"Kagawa",13,2000,0,477985,NA,826604,0
"130",37,"Kagawa",98,2000,1189,477985,NA,826604,0.002487525759177
"131",37,"Kagawa",12,2000,38784,477985,NA,826604,0.081140621567622
"132",37,"Kagawa",4,2000,43324,477985,NA,826604,0.090638827578271
"133",37,"Kagawa",3,2000,61695,477985,NA,826604,0.129073088067617
"134",37,"Kagawa",5,2000,67312,477985,NA,826604,0.140824502860968
"135",37,"Kagawa",2,2000,86374,477985,NA,826604,0.180704415410525
"136",37,"Kagawa",1,2000,179307,477985,NA,826604,0.375131018755819
"137",46,"Kagoshima",13,2000,0,905053,NA,1399548,0
"138",46,"Kagoshima",4,2000,47812,905053,NA,1399548,0.052827845441096
"139",46,"Kagoshima",12,2000,54414,905053,NA,1399548,0.060122445867811
"140",46,"Kagoshima",3,2000,101408,905053,NA,1399548,0.112046476836163
"141",46,"Kagoshima",98,2000,104886,905053,NA,1399548,0.115889345706826
"142",46,"Kagoshima",5,2000,115703,905053,NA,1399548,0.127841131955808
"143",46,"Kagoshima",2,2000,118252,905053,NA,1399548,0.130657541602536
"144",46,"Kagoshima",1,2000,362578,905053,NA,1399548,0.40061521258976
"145",14,"Kanagawa",13,2000,0,3914960,NA,6762813,0
"146",14,"Kanagawa",98,2000,79959,3914960,NA,6762813,0.020423963463228
"147",14,"Kanagawa",5,2000,427114,3914960,NA,6762813,0.109097921817847
"148",14,"Kanagawa",4,2000,457858,3914960,NA,6762813,0.116950875615587
"149",14,"Kanagawa",12,2000,480816,3914960,NA,6762813,0.122815047918753
"150",14,"Kanagawa",3,2000,482697,3914960,NA,6762813,0.12329551259783
"151",14,"Kanagawa",1,2000,870424,3914960,NA,6762813,0.222332795226516
"152",14,"Kanagawa",2,2000,1116092,3914960,NA,6762813,0.285083883360239
"153",39,"Kochi",13,2000,0,368355,NA,658941,0
"154",39,"Kochi",98,2000,737,368355,NA,658941,0.002000787284006
"155",39,"Kochi",12,2000,21010,368355,NA,658941,0.057037368842557
"156",39,"Kochi",5,2000,36974,368355,NA,658941,0.100375995982137
"157",39,"Kochi",3,2000,55201,368355,NA,658941,0.149858153140313
"158",39,"Kochi",4,2000,63970,368355,NA,658941,0.173663992615819
"159",39,"Kochi",2,2000,65997,368355,NA,658941,0.179166836339944
"160",39,"Kochi",1,2000,124466,368355,NA,658941,0.337896865795225
"161",43,"Kumamoto",13,2000,0,880088,NA,1467029,0
"162",43,"Kumamoto",98,2000,19770,880088,NA,1467029,0.022463662724637
"163",43,"Kumamoto",4,2000,57649,880088,NA,1467029,0.065503676905037
"164",43,"Kumamoto",5,2000,76377,880088,NA,1467029,0.086783367117834
"165",43,"Kumamoto",12,2000,79611,880088,NA,1467029,0.09045799965458
"166",43,"Kumamoto",3,2000,141702,880088,NA,1467029,0.161008899110089
"167",43,"Kumamoto",2,2000,200477,880088,NA,1467029,0.22779199352792
"168",43,"Kumamoto",1,2000,304502,880088,NA,1467029,0.345990400959904
"169",26,"Kyoto",13,2000,4828,1172590,NA,2068572,0.004117381181828
"170",26,"Kyoto",98,2000,9377,1172590,NA,2068572,0.007996827535626
"171",26,"Kyoto",5,2000,89144,1172590,NA,2068572,0.07602316240118
"172",26,"Kyoto",12,2000,92543,1172590,NA,2068572,0.078921873800732
"173",26,"Kyoto",3,2000,143449,1172590,NA,2068572,0.122335172566711
"174",26,"Kyoto",4,2000,248326,1172590,NA,2068572,0.211775641954989
"175",26,"Kyoto",2,2000,261680,1172590,NA,2068572,0.223164106806301
"176",26,"Kyoto",1,2000,323243,1172590,NA,2068572,0.275665833752633
"177",24,"Mie",13,2000,4251,924231,NA,1467405,0.00459949947578
"178",24,"Mie",98,2000,8495,924231,NA,1467405,0.009191425087451
"179",24,"Mie",5,2000,69082,924231,NA,1467405,0.07474538291834
"180",24,"Mie",4,2000,79379,924231,NA,1467405,0.085886537023753
"181",24,"Mie",12,2000,96420,924231,NA,1467405,0.104324568208597
"182",24,"Mie",3,2000,119332,924231,NA,1467405,0.129114907420331
"183",24,"Mie",2,2000,273013,924231,NA,1467405,0.295394766027108
"184",24,"Mie",1,2000,274259,924231,NA,1467405,0.29674291383864
"185",4,"Miyagi",13,2000,0,1050304,NA,1845625,0
"186",4,"Miyagi",98,2000,16786,1050304,NA,1845625,0.015982039485711
"187",4,"Miyagi",4,2000,97848,1050304,NA,1845625,0.093161598927549
"188",4,"Miyagi",5,2000,101106,1050304,NA,1845625,0.096263557979404
"189",4,"Miyagi",12,2000,114182,1050304,NA,1845625,0.108713286819816
"190",4,"Miyagi",3,2000,118767,1050304,NA,1845625,0.11307868959844
"191",4,"Miyagi",2,2000,287340,1050304,NA,1845625,0.273577935531046
"192",4,"Miyagi",1,2000,314275,1050304,NA,1845625,0.299222891658034
"193",45,"Miyazaki",13,2000,0,591428,NA,926296,0
"194",45,"Miyazaki",98,2000,8602,591428,NA,926296,0.014544458497061
"195",45,"Miyazaki",4,2000,37559,591428,NA,926296,0.06350561691364
"196",45,"Miyazaki",12,2000,44790,591428,NA,926296,0.075731957228944
"197",45,"Miyazaki",5,2000,72290,591428,NA,926296,0.122229586695253
"198",45,"Miyazaki",3,2000,87475,591428,NA,926296,0.147904732275104
"199",45,"Miyazaki",2,2000,107436,591428,NA,926296,0.181655247976085
"200",45,"Miyazaki",1,2000,233276,591428,NA,926296,0.394428400413913
"201",20,"Nagano",13,2000,0,1140760,NA,1749046,0
"202",20,"Nagano",98,2000,3272,1140760,NA,1749046,0.002868263263088
"203",20,"Nagano",12,2000,73774,1140760,NA,1749046,0.064670921140292
"204",20,"Nagano",5,2000,112383,1140760,NA,1749046,0.098515901679582
"205",20,"Nagano",3,2000,120277,1140760,NA,1749046,0.105435849784354
"206",20,"Nagano",4,2000,158015,1140760,NA,1749046,0.138517304253305
"207",20,"Nagano",1,2000,255926,1140760,NA,1749046,0.22434692661033
"208",20,"Nagano",2,2000,417113,1140760,NA,1749046,0.365644833269049
"209",42,"Nagasaki",13,2000,0,756531,NA,1192219,0
"210",42,"Nagasaki",98,2000,11935,756531,NA,1192219,0.015775956305822
"211",42,"Nagasaki",4,2000,51153,756531,NA,1192219,0.067615206779365
"212",42,"Nagasaki",5,2000,88842,756531,NA,1192219,0.117433390039536
"213",42,"Nagasaki",3,2000,103246,756531,NA,1192219,0.136472927084283
"214",42,"Nagasaki",12,2000,116541,756531,NA,1192219,0.154046562533459
"215",42,"Nagasaki",2,2000,150519,756531,NA,1192219,0.198959461013494
"216",42,"Nagasaki",1,2000,234295,756531,NA,1192219,0.30969649624404
"217",29,"Nara",13,2000,3183,668015,NA,1145705,0.004764863064452
"218",29,"Nara",98,2000,5507,668015,NA,1145705,0.008243826860175
"219",29,"Nara",12,2000,56779,668015,NA,1145705,0.084996594387851
"220",29,"Nara",5,2000,60039,668015,NA,1145705,0.089876724325053
"221",29,"Nara",4,2000,82364,668015,NA,1145705,0.123296632560646
"222",29,"Nara",3,2000,88435,668015,NA,1145705,0.132384751839405
"223",29,"Nara",2,2000,184555,668015,NA,1145705,0.276273736368195
"224",29,"Nara",1,2000,187153,668015,NA,1145705,0.280162870594223
"225",15,"Niigata",13,2000,0,1329011,NA,1973134,0
"226",15,"Niigata",98,2000,3581,1329011,NA,1973134,0.00269448484625
"227",15,"Niigata",3,2000,106111,1329011,NA,1973134,0.07984207805654
"228",15,"Niigata",4,2000,116635,1329011,NA,1973134,0.087760748406146
"229",15,"Niigata",5,2000,176351,1329011,NA,1973134,0.132693408858166
"230",15,"Niigata",12,2000,179060,1329011,NA,1973134,0.134731766704715
"231",15,"Niigata",2,2000,271083,1329011,NA,1973134,0.203973481032136
"232",15,"Niigata",1,2000,476190,1329011,NA,1973134,0.358304032096047
"233",44,"Oita",13,2000,0,664522,NA,981721,0
"234",44,"Oita",98,2000,4446,664522,NA,981721,0.006690523413822
"235",44,"Oita",12,2000,37468,664522,NA,981721,0.056383385350673
"236",44,"Oita",4,2000,43718,664522,NA,981721,0.065788642061512
"237",44,"Oita",3,2000,94122,664522,NA,981721,0.141638651542011
"238",44,"Oita",2,2000,121948,664522,NA,981721,0.183512359259739
"239",44,"Oita",5,2000,151669,664522,NA,981721,0.228237740812193
"240",44,"Oita",1,2000,211151,664522,NA,981721,0.317748697560051
"241",33,"Okayama",13,2000,0,930866,NA,1552010,0
"242",33,"Okayama",98,2000,2365,930866,NA,1552010,0.002540644947823
"243",33,"Okayama",12,2000,57181,930866,NA,1552010,0.061427745776514
"244",33,"Okayama",5,2000,69895,930866,NA,1552010,0.075085995191574
"245",33,"Okayama",4,2000,84353,930866,NA,1552010,0.090617768830315
"246",33,"Okayama",3,2000,154142,930866,NA,1552010,0.16558989156334
"247",33,"Okayama",2,2000,206454,930866,NA,1552010,0.221787024125921
"248",33,"Okayama",1,2000,356476,930866,NA,1552010,0.382950929564513
"249",47,"Okinawa",13,2000,0,535948,NA,965521,0
"250",47,"Okinawa",98,2000,19593,535948,NA,965521,0.036557651115407
"251",47,"Okinawa",12,2000,42016,535948,NA,965521,0.078395665251106
"252",47,"Okinawa",3,2000,53862,535948,NA,965521,0.100498555830043
"253",47,"Okinawa",4,2000,69896,535948,NA,965521,0.130415637337951
"254",47,"Okinawa",2,2000,82068,535948,NA,965521,0.153126795883183
"255",47,"Okinawa",5,2000,96617,535948,NA,965521,0.180273086194929
"256",47,"Okinawa",1,2000,171896,535948,NA,965521,0.320732608387381
"257",27,"Osaka",98,2000,40266,3712528,NA,6935925,0.010845978804739
"258",27,"Osaka",13,2000,43824,3712528,NA,6935925,0.011804355414963
"259",27,"Osaka",5,2000,306104,3712528,NA,6935925,0.082451634034814
"260",27,"Osaka",12,2000,369536,3712528,NA,6935925,0.099537565777282
"261",27,"Osaka",4,2000,639464,3712528,NA,6935925,0.172244896200109
"262",27,"Osaka",3,2000,688529,3712528,NA,6935925,0.185460958139575
"263",27,"Osaka",1,2000,776093,3712528,NA,6935925,0.209047042877522
"264",27,"Osaka",2,2000,848712,3712528,NA,6935925,0.228607568750997
"265",41,"Saga",13,2000,0,444489,NA,681989,0
"266",41,"Saga",98,2000,6801,444489,NA,681989,0.015300716103211
"267",41,"Saga",4,2000,26635,444489,NA,681989,0.05992274274504
"268",41,"Saga",12,2000,43897,444489,NA,681989,0.098758349475465
"269",41,"Saga",3,2000,57158,444489,NA,681989,0.128592608590989
"270",41,"Saga",5,2000,61420,444489,NA,681989,0.138181147339979
"271",41,"Saga",2,2000,89579,444489,NA,681989,0.201532546362227
"272",41,"Saga",1,2000,158999,444489,NA,681989,0.357711889383089
"273",11,"Saitama",13,2000,0,3075760,NA,5455389,0
"274",11,"Saitama",98,2000,20521,3075760,NA,5455389,0.00667184695815
"275",11,"Saitama",5,2000,277638,3075760,NA,5455389,0.090266470725934
"276",11,"Saitama",12,2000,359586,3075760,NA,5455389,0.116909641844617
"277",11,"Saitama",4,2000,417255,3075760,NA,5455389,0.135659154160273
"278",11,"Saitama",3,2000,417304,3075760,NA,5455389,0.135675085182199
"279",11,"Saitama",1,2000,773362,3075760,NA,5455389,0.251437693448123
"280",11,"Saitama",2,2000,810094,3075760,NA,5455389,0.263380107680703
"281",25,"Shiga",13,2000,3747,647358,NA,1024230,0.005788141955456
"282",25,"Shiga",98,2000,4598,647358,NA,1024230,0.00710271596242
"283",25,"Shiga",5,2000,51815,647358,NA,1024230,0.080040719354669
"284",25,"Shiga",12,2000,52914,647358,NA,1024230,0.081738388959432
"285",25,"Shiga",3,2000,67740,647358,NA,1024230,0.104640708850435
"286",25,"Shiga",4,2000,90597,647358,NA,1024230,0.13994883820081
"287",25,"Shiga",2,2000,171099,647358,NA,1024230,0.264303522934759
"288",25,"Shiga",1,2000,204848,647358,NA,1024230,0.316436963782019
"289",32,"Shimane",13,2000,0,443649,NA,604455,0
"290",32,"Shimane",98,2000,877,443649,NA,604455,0.001976787956245
"291",32,"Shimane",12,2000,24510,443649,NA,604455,0.0552463772036
"292",32,"Shimane",4,2000,33952,443649,NA,604455,0.076528967719977
"293",32,"Shimane",5,2000,34253,443649,NA,604455,0.077207432001425
"294",32,"Shimane",3,2000,56096,443649,NA,604455,0.126442300106616
"295",32,"Shimane",2,2000,106675,443649,NA,604455,0.240449093765567
"296",32,"Shimane",1,2000,187286,443649,NA,604455,0.422149041246571
"297",22,"Shizuoka",98,2000,11544,1861389,NA,2975569,0.006201820253585
"298",22,"Shizuoka",13,2000,22316,1861389,NA,2975569,0.011988896463877
"299",22,"Shizuoka",5,2000,151464,1861389,NA,2975569,0.081371491934249
"300",22,"Shizuoka",12,2000,178946,1861389,NA,2975569,0.096135735195599
"301",22,"Shizuoka",4,2000,188733,1861389,NA,2975569,0.101393636687441
"302",22,"Shizuoka",3,2000,203796,1861389,NA,2975569,0.109485980630594
"303",22,"Shizuoka",2,2000,550338,1861389,NA,2975569,0.295659854012246
"304",22,"Shizuoka",1,2000,554252,1861389,NA,2975569,0.29776258482241
"305",9,"Tochigi",13,2000,0,917788,NA,1571897,0
"306",9,"Tochigi",98,2000,3913,917788,NA,1571897,0.004263511834977
"307",9,"Tochigi",4,2000,61684,917788,NA,1571897,0.067209420912019
"308",9,"Tochigi",5,2000,64490,917788,NA,1571897,0.070266771847093
"309",9,"Tochigi",3,2000,103154,917788,NA,1571897,0.112394147668089
"310",9,"Tochigi",12,2000,117741,917788,NA,1571897,0.128287796310259
"311",9,"Tochigi",2,2000,232524,917788,NA,1571897,0.253352626096658
"312",9,"Tochigi",1,2000,334282,917788,NA,1571897,0.364225725330904
"313",36,"Tokushima",13,2000,0,403774,NA,665927,0
"314",36,"Tokushima",98,2000,671,403774,NA,665927,0.001661820721493
"315",36,"Tokushima",5,2000,20495,403774,NA,665927,0.050758592678082
"316",36,"Tokushima",12,2000,31830,403774,NA,665927,0.078831227369766
"317",36,"Tokushima",4,2000,46545,403774,NA,665927,0.115274881493112
"318",36,"Tokushima",3,2000,55286,403774,NA,665927,0.136923130265941
"319",36,"Tokushima",2,2000,111956,403774,NA,665927,0.277273920559521
"320",36,"Tokushima",1,2000,136991,403774,NA,665927,0.339276426912084
"321",13,"Tokyo",13,2000,29232,5696637,NA,9761690,0.00513144860731
"322",13,"Tokyo",98,2000,207687,5696637,NA,9761690,0.036457825906759
"323",13,"Tokyo",5,2000,377230,5696637,NA,9761690,0.066219771419524
"324",13,"Tokyo",3,2000,726203,5696637,NA,9761690,0.127479247843947
"325",13,"Tokyo",12,2000,776018,5696637,NA,9761690,0.136223880861638
"326",13,"Tokyo",4,2000,817045,5696637,NA,9761690,0.143425849321275
"327",13,"Tokyo",1,2000,1110177,5696637,NA,9761690,0.194882875633466
"328",13,"Tokyo",2,2000,1653045,5696637,NA,9761690,0.290179100406082
"329",31,"Tottori",13,2000,0,334934,NA,486241,0
"330",31,"Tottori",98,2000,819,334934,NA,486241,0.0024452578717
"331",31,"Tottori",12,2000,20880,334934,NA,486241,0.062340640245541
"332",31,"Tottori",4,2000,27192,334934,NA,486241,0.08118614413586
"333",31,"Tottori",5,2000,43443,334934,NA,486241,0.129706151062597
"334",31,"Tottori",3,2000,56082,334934,NA,486241,0.16744194378594
"335",31,"Tottori",2,2000,64871,334934,NA,486241,0.193682934548299
"336",31,"Tottori",1,2000,121647,334934,NA,486241,0.363196928350063
"337",16,"Toyama",13,2000,0,555347,NA,934291,0
"338",16,"Toyama",98,2000,1318,555347,NA,934291,0.002373290933416
"339",16,"Toyama",4,2000,34468,555347,NA,934291,0.062065699463579
"340",16,"Toyama",3,2000,35784,555347,NA,934291,0.064435389045048
"341",16,"Toyama",5,2000,71685,555347,NA,934291,0.129081457179025
"342",16,"Toyama",12,2000,79520,555347,NA,934291,0.143189753433439
"343",16,"Toyama",2,2000,101019,555347,NA,934291,0.181902486193317
"344",16,"Toyama",1,2000,231553,555347,NA,934291,0.416951923752177
"345",30,"Wakayama",98,2000,2780,511767,NA,866243,0.005432159556986
"346",30,"Wakayama",13,2000,29385,511767,NA,866243,0.057418708123033
"347",30,"Wakayama",5,2000,31356,511767,NA,866243,0.061270070168651
"348",30,"Wakayama",12,2000,53018,511767,NA,866243,0.1035979264001
"349",30,"Wakayama",4,2000,66734,511767,NA,866243,0.130399185566869
"350",30,"Wakayama",2,2000,83728,511767,NA,866243,0.163605703376732
"351",30,"Wakayama",3,2000,106018,511767,NA,866243,0.207160680544076
"352",30,"Wakayama",1,2000,138748,511767,NA,866243,0.271115566263554
"353",6,"Yamagata",13,2000,0,659217,NA,986518,0
"354",6,"Yamagata",98,2000,11066,659217,NA,986518,0.016786581656723
"355",6,"Yamagata",12,2000,44385,659217,NA,986518,0.067329877718566
"356",6,"Yamagata",4,2000,49488,659217,NA,986518,0.075070879543458
"357",6,"Yamagata",3,2000,59542,659217,NA,986518,0.090322306615272
"358",6,"Yamagata",5,2000,79770,659217,NA,986518,0.121007194899403
"359",6,"Yamagata",2,2000,141268,659217,NA,986518,0.214296658004875
"360",6,"Yamagata",1,2000,273698,659217,NA,986518,0.415186501561701
"361",35,"Yamaguchi",13,2000,0,785006,NA,1233872,0
"362",35,"Yamaguchi",98,2000,3107,785006,NA,1233872,0.003957931531734
"363",35,"Yamaguchi",5,2000,61101,785006,NA,1233872,0.077835073872047
"364",35,"Yamaguchi",12,2000,83921,785006,NA,1233872,0.106904915376443
"365",35,"Yamaguchi",4,2000,84637,785006,NA,1233872,0.107817010315845
"366",35,"Yamaguchi",3,2000,113028,785006,NA,1233872,0.143983612864105
"367",35,"Yamaguchi",2,2000,188494,785006,NA,1233872,0.240117909926803
"368",35,"Yamaguchi",1,2000,250718,785006,NA,1233872,0.319383546113023
"369",19,"Yamanashi",13,2000,0,432750,NA,696395,0
"370",19,"Yamanashi",98,2000,4324,432750,NA,696395,0.009991912189486
"371",19,"Yamanashi",5,2000,27873,432750,NA,696395,0.064409012131716
"372",19,"Yamanashi",4,2000,42089,432750,NA,696395,0.097259387637204
"373",19,"Yamanashi",3,2000,57458,432750,NA,696395,0.132774119006355
"374",19,"Yamanashi",12,2000,57990,432750,NA,696395,0.134003466204506
"375",19,"Yamanashi",2,2000,114577,432750,NA,696395,0.264764875794339
"376",19,"Yamanashi",1,2000,128439,432750,NA,696395,0.296797227036395
